32.50;37.55;77.29;62.45;77.29
32.60;42.35;76.31;57.65;76.31
32.70;47.15;76.36;52.85;76.36
32.80;51.95;74.39;48.05;74.39
32.90;56.35;77.49;43.65;77.49
33.00;60.75;74.53;39.25;74.53
33.10;65.15;74.57;34.85;74.57
33.20;69.55;73.93;30.45;73.93
33.30;73.95;73.91;26.05;73.91
33.40;69.15;78.33;30.85;78.33
33.50;64.35;70.26;35.65;70.26
33.60;59.55;71.76;40.45;71.76
33.70;54.75;73.86;45.25;73.86
33.80;49.95;74.06;50.05;74.06
33.90;54.75;77.99;45.25;77.99
34.00;59.55;72.55;40.45;72.55
34.10;64.35;72.90;35.65;72.90
34.20;69.15;72.94;30.85;72.94
34.30;73.95;72.17;26.05;72.17
34.40;69.35;74.40;30.65;74.40
34.50;64.75;71.51;35.25;71.51
34.60;60.15;69.41;39.85;69.41
34.70;55.55;71.78;44.45;71.78
34.80;50.95;69.56;49.05;69.56
34.90;56.70;74.51;43.30;74.51
35.00;62.45;74.17;37.55;74.17
35.10;68.20;75.21;31.80;75.21
35.20;73.95;76.18;26.05;76.18
35.30;70.55;76.18;29.45;76.18
35.40;67.15;73.46;32.85;73.46
35.50;63.75;72.80;36.25;72.80
35.60;60.35;74.57;39.65;74.57
35.70;56.95;76.58;43.05;76.58
35.80;52.15;77.82;47.85;77.82
35.90;47.35;75.83;52.65;75.83
36.00;42.55;72.81;57.45;72.81
36.10;37.75;74.05;62.25;74.05
36.20;32.95;73.46;67.05;73.46
36.30;37.75;75.05;62.25;75.05
36.40;42.55;76.69;57.45;76.69
36.50;47.35;75.59;52.65;75.59
36.60;52.15;75.66;47.85;75.66
36.70;56.95;74.86;43.05;74.86
36.80;53.55;73.76;46.45;73.76
36.90;50.15;73.75;49.85;73.75
37.00;46.75;73.32;53.25;73.32
37.10;43.35;71.52;56.65;71.52
37.20;39.95;71.26;60.05;71.26
37.30;44.15;75.08;55.85;75.08
37.40;48.35;69.33;51.65;69.33
37.50;52.55;69.79;47.45;69.79
37.60;56.75;70.50;43.25;70.50
37.70;60.95;71.19;39.05;71.19
